File	Order	Title
jesc103.pdf	51	Prevention of Corrosion
jesc104.pdf	52	Carbon and its Compounds
jesc104.pdf	53	Bonding in Carbon – The Covalent Bond
jesc104.pdf	54	Versatile Nature of Carbon
jesc104.pdf	55	Saturated and Unsaturated Carbon Compounds
jesc104.pdf	56	Chains, Branches and Rings
jesc104.pdf	57	Will you be my Friend?
jesc104.pdf	58	Homologous Series
jesc104.pdf	59	Nomenclature of Carbon Compounds
jesc104.pdf	60	Chemical Properties of Carbon Compounds
jesc104.pdf	61	Combustion
jesc104.pdf	62	Oxidation
jesc104.pdf	63	Addition Reaction
jesc104.pdf	64	Substitution Reaction
jesc104.pdf	65	Some Important Carbon Compounds – Ethanol
jesc104.pdf	66	Properties of Ethanol
jesc104.pdf	67	Properties of Ethanoic Acid
jesc104.pdf	68	Soaps and Detergents
jesc105.pdf	69	Life Processes
jesc105.pdf	70	What are Life Processes?
jesc105.pdf	71	Nutrition
jesc105.pdf	72	Autotrophic Nutrition
jesc105.pdf	73	Heterotrophic Nutrition
jesc105.pdf	74	How do Organisms obtain their Nutrition?
jesc105.pdf	75	Nutrition in Human Beings
jesc105.pdf	76	Respiration
jesc105.pdf	77	Transportation
jesc105.pdf	78	Transportation in Human Beings
jesc105.pdf	79	Transportation in Plants
jesc105.pdf	80	Excretion
jesc105.pdf	81	Excretion in Human Beings
jesc105.pdf	82	Excretion in Plants
File	Order	Title
jesc106.pdf	83	Control and Coordination
jesc106.pdf	84	Animals – Nervous System
jesc106.pdf	85	What happens in Reflex Actions?
jesc106.pdf	86	Human Brain
jesc106.pdf	87	How are these Tissues protected?
jesc106.pdf	88	How does the Nervous Tissue cause Action?
jesc106.pdf	89	Coordination in Plants
jesc106.pdf	90	Immediate Response to Stimulus
jesc106.pdf	91	Movement Due to Growth
jesc106.pdf	92	Hormones in Animals
jesc107.pdf	93	How do Organisms Reproduce?
jesc107.pdf	94	Do Organisms Create Exact Copies of Themselves?
jesc107.pdf	95	The Importance of Variation
jesc107.pdf	96	Modes of Reproduction Used by Single Organisms
jesc107.pdf	97	Fission
jesc107.pdf	98	Fragmentation
jesc107.pdf	99	Regeneration
jesc107.pdf	100	Budding
jesc107.pdf	101	Vegetative Propagation
jesc107.pdf	102	Spore Formation
jesc107.pdf	103	Sexual Reproduction
jesc107.pdf	104	Why the Sexual Mode of Reproduction?
jesc107.pdf	105	Sexual Reproduction in Flowering Plants
jesc107.pdf	106	Reproduction in Human Beings
jesc107.pdf	107	Male Reproductive System
jesc107.pdf	108	Female Reproductive System
jesc107.pdf	109	What happens when the Egg is not Fertilised?
jesc107.pdf	110	Reproductive Health
jesc108.pdf	111	Heredity
jesc108.pdf	112	Accumulation of Variation During Reproduction
jesc108.pdf	113	Heredity
jesc108.pdf	114	Inherited Traits
jesc108.pdf	115	Rules for the Inheritance of Traits – Mendel’s Contributions
jesc108.pdf	116	How do these Traits get Expressed?
jesc108.pdf	117	Sex Determination
jesc109.pdf	118	Light – Reflection and Refraction
jesc109.pdf	119	Reflection of Light
jesc109.pdf	120	Spherical Mirrors
jesc109.pdf	121	Image Formation by Spherical Mirrors
jesc109.pdf	122	Representation of Images Formed by Spherical Mirrors Using Ray Diagrams
jesc109.pdf	123	Sign Convention for Reflection by Spherical Mirrors
jesc109.pdf	124	Mirror Formula and Magnification
jesc109.pdf	125	Refraction of Light
jesc109.pdf	126	Refraction through a Rectangular Glass Slab
jesc109.pdf	127	The Refractive Index
jesc109.pdf	128	Refraction by Spherical Lenses
jesc109.pdf	129	Image Formation by Lenses
jesc109.pdf	130	Image Formation in Lenses Using Ray Diagrams
jesc109.pdf	131	Sign Convention for Spherical Lenses
jesc109.pdf	132	Lens Formula and Magnification
jesc109.pdf	133	Power of a Lens
jesc110.pdf	134	The Human Eye and the Colourful World
jesc110.pdf	135	The Human Eye
jesc110.pdf	136	Power of Accommodation
jesc110.pdf	137	Defects of Vision and their Correction
jesc110.pdf	138	Refraction of Light through a Prism
jesc110.pdf	139	Dispersion of White Light by a Glass Prism
jesc110.pdf	140	Atmospheric Refraction
jesc110.pdf	141	Scattering of Light
jesc110.pdf	142	Tyndall Effect
jesc110.pdf	143	Why is the colour of the clear Sky Blue?
File	Order	Title
jesc111.pdf	144	Electricity
jesc111.pdf	145	Electric Current and Circuit
jesc111.pdf	146	Electric Potential and Potential Difference
jesc111.pdf	147	Circuit Diagram
jesc111.pdf	148	Ohm’s Law
jesc111.pdf	149	Factors on Which the Resistance of a Conductor Depends
jesc111.pdf	150	Resistance of a System of Resistors
jesc111.pdf	151	Resistors in Series
jesc111.pdf	152	Resistors in Parallel
jesc111.pdf	153	Heating Effect of Electric Current
jesc111.pdf	154	Practical Applications of Heating Effect of Electric Current
jesc111.pdf	155	Electric Power
jesc112.pdf	156	Magnetic Effects of Electric Current
jesc112.pdf	157	Magnetic Field and Field Lines
jesc112.pdf	158	Magnetic Field Due to a Current-Carrying Conductor
jesc112.pdf	159	Magnetic Field due to a Current through a Straight Conductor
jesc112.pdf	160	Right-Hand Thumb Rule
jesc112.pdf	161	Magnetic Field due to a Current through a Circular Loop
jesc112.pdf	162	Magnetic Field due to a Current in a Solenoid
jesc112.pdf	163	Force on a Current-Carrying Conductor in a Magnetic Field
jesc112.pdf	164	Domestic Electric Circuits
jesc113.pdf	165	Our Environment
jesc113.pdf	166	Eco-System — What are its Components?
jesc113.pdf	167	Food Chains and Webs
jesc113.pdf	168	How do Our Activities Affect the Environment?
jesc113.pdf	169	Ozone Layer and How it is Getting Depleted
jesc113.pdf	170	Managing the Garbage we Produce
